gene_id,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
SpisGene17112,17,15,24,14,16,44,3,5,0
SpisGene17119,293,184,215,653,616,796,380,191,254
SpisGene17118,102,50,65,21,56,54,15,33,12
SpisGene7476,187,68,97,13,16,125,112,44,117
SpisGene7477,308,261,298,11,65,195,34,0,35
SpisGene7474,51,76,77,0,28,93,69,0,66
SpisGene7475,132,153,172,37,85,51,52,78,43
SpisGene7472,25,41,27,0,14,51,8,6,8
SpisGene7473,103,65,84,42,57,77,25,0,11
SpisGene7470,40,23,29,6,3,23,7,0,8
SpisGene7471,523,366,424,45,118,174,103,104,76
SpisGene7478,72,44,72,6,0,5,0,0,13
SpisGene7479,254,272,278,49,12,26,27,15,39
SpisGene15607,38,28,40,0,47,41,13,16,23
SpisGene18234,0,0,5,0,0,0,0,0,0
SpisGene18237,9331,7147,6714,1547,7385,6222,1787,3138,3866
SpisGene18236,18,23,13,0,0,5,0,14,24
SpisGene15603,59,71,29,18,122,165,96,25,88
SpisGene15602,232,332,547,206,224,348,163,92,116
SpisGene18233,3,0,0,0,0,0,0,0,0
SpisGene18232,52,42,48,12,16,10,23,3,8
SpisGene18239,90,67,71,14,36,259,36,83,54
SpisGene18238,628,772,521,507,737,747,422,272,348
SpisGene15609,46,33,24,12,11,33,0,0,0
SpisGene15608,198,91,198,24,53,98,0,0,0
SpisGene11517,0,0,0,0,0,0,0,0,0
SpisGene11516,37,53,22,20,17,28,38,18,87
SpisGene11515,42,37,44,2,11,5,4,2,4
SpisGene11514,13,0,0,0,0,0,0,2,0
SpisGene11513,12,6,15,36,14,12,13,11,13
SpisGene11512,53,66,53,33,26,49,18,0,27
SpisGene11511,35,30,32,0,30,17,6,2,0
SpisGene11510,117,90,85,6,66,52,15,10,11
SpisGene11519,0,0,0,0,0,0,0,0,0
SpisGene11518,0,0,0,0,0,0,0,0,0
SpisGene19720,391,332,454,108,1969,1745,95,60,171
SpisGene19721,87,34,13,6,220,464,28,297,227
SpisGene19722,189,170,209,92,272,311,109,38,83
SpisGene19723,0,0,13,5,11,16,11,0,16
SpisGene19724,14,14,13,0,0,4,0,0,0
SpisGene19725,41,63,33,19,0,30,57,21,107
SpisGene19726,18,9,12,5,5,19,9,5,19
SpisGene19727,211,318,357,35,77,111,80,31,96
SpisGene19728,0,0,7,0,0,0,0,0,0
SpisGene19729,0,0,0,0,0,0,0,0,0
SpisGene2156,222,139,83,10,270,339,24,156,100
SpisGene6707,122,91,65,58,48,134,221,185,158
SpisGene6706,0,0,0,0,0,0,0,0,0
SpisGene6705,0,0,15,0,0,0,0,0,0
SpisGene6704,0,0,0,0,0,0,0,0,0
SpisGene6703,70,94,104,10,8,52,23,0,18
SpisGene6702,0,0,11,0,0,0,0,0,0
SpisGene6701,187,196,172,31,33,60,79,16,51
SpisGene6700,0,0,0,0,0,0,0,0,0
SpisGene6709,365,324,326,210,160,296,252,115,203
SpisGene6708,3367,2985,2613,3019,2401,3913,3102,6124,6723
SpisGene8561,1129,816,1087,2046,885,767,725,386,544
SpisGene8560,31,30,41,0,0,0,0,0,0
SpisGene8563,552,379,408,578,250,393,441,471,497
SpisGene8562,66,60,72,242,254,283,71,49,80
SpisGene8565,233,166,252,58,91,140,21,0,27
SpisGene8564,65,71,56,7,29,27,10,8,11
SpisGene8567,62,63,81,44,21,183,36,43,28
SpisGene8566,66,92,95,79,185,127,72,75,67
SpisGene8569,3,10,0,0,0,0,0,0,0
SpisGene8568,0,0,0,0,0,0,0,0,0
SpisGene4417,68,73,34,0,50,11,73,32,52
SpisGene4416,166,123,107,112,134,285,299,223,261
SpisGene4411,773,642,581,1580,1166,1899,1794,1441,1764
SpisGene4410,596,530,425,453,306,571,363,209,288
SpisGene4413,286,304,332,36,38,178,56,32,55
SpisGene4412,58,96,87,11,24,90,21,0,31
SpisGene19184,1110,899,944,925,1008,1182,651,537,697
SpisGene19185,118,163,85,11,63,66,42,19,12
SpisGene12374,0,8,0,0,0,0,0,0,0
SpisGene19187,380,237,407,349,664,205,110,57,104
SpisGene12372,97,125,211,5,54,814,6,25,25
SpisGene19181,0,0,8,0,0,0,0,0,0
SpisGene12370,0,10,0,0,0,175,0,0,0
SpisGene19183,63,70,59,32,40,50,19,17,0
SpisGene19188,26,67,32,43,27,40,9,14,9
SpisGene19189,20,18,14,0,0,8,0,0,0
SpisGene12378,292,283,234,10,21,53,102,21,26
SpisGene12379,0,1,0,0,0,0,0,0,0
SpisGene16416,0,0,0,0,0,0,0,0,0
SpisGene16989,527,514,494,136,196,296,244,87,200
SpisGene16988,70,105,79,114,101,116,73,25,56
SpisGene16981,10,0,11,0,0,30,0,0,11
SpisGene16980,0,3,0,0,3,28,0,0,0
SpisGene16983,72,78,62,13,19,140,12,5,10
SpisGene16982,44,81,38,6,6,163,10,10,11
SpisGene16985,87,54,68,27,55,79,31,22,7
SpisGene16984,196,209,114,25,55,247,19,0,39
SpisGene16987,8,5,5,4,0,0,0,0,0
SpisGene16986,68,67,64,2,27,75,59,27,80
SpisGene25078,0,0,0,0,0,0,0,0,0
SpisGene25248,0,0,0,0,0,0,0,0,0
SpisGene25249,3,2,2,0,0,0,0,0,0
SpisGene25244,9,22,19,7,24,36,0,0,0
SpisGene25245,0,0,0,0,0,0,0,0,0
SpisGene25246,0,0,0,0,0,0,0,0,0
SpisGene25247,0,0,0,0,0,0,0,0,0
SpisGene25240,0,0,0,0,0,0,0,0,0
SpisGene2150,42,66,58,11,57,15,5,0,13
SpisGene25242,0,0,0,0,0,0,0,0,0
SpisGene25243,0,0,0,0,0,0,0,0,0
SpisGene25077,0,0,0,0,0,0,0,0,0
SpisGene25076,0,0,0,0,0,0,0,0,0
SpisGene1168,506,534,627,588,518,658,468,235,286
SpisGene1169,267,471,534,148,342,439,94,33,54
SpisGene1166,103,73,98,24,56,187,60,14,40
SpisGene1167,570,555,672,1000,756,875,811,1019,797
SpisGene1164,202,162,143,261,164,213,170,210,169
SpisGene1165,472,473,498,696,679,551,357,392,327
SpisGene1162,605,638,458,17,52,259,67,8,62
SpisGene1163,351,245,235,48,211,260,74,100,61
SpisGene1160,58,114,57,9,19,85,0,0,0
SpisGene1161,122,173,69,0,5,72,3,0,6
SpisGene16329,0,0,0,3,0,2,0,0,0
SpisGene16328,655,764,325,766,527,1000,228,565,0
SpisGene13139,339,355,342,50,87,391,84,89,42
SpisGene13138,182,174,155,5,16,30,0,4,0
SpisGene13137,312,265,251,34,16,51,20,35,55
SpisGene16324,45,80,53,11,7,27,99,28,64
SpisGene16327,38,57,55,6,50,10,0,0,8
SpisGene13134,221,164,174,257,148,183,273,221,273
SpisGene13133,136,138,93,61,357,378,120,119,101
SpisGene13132,0,0,0,0,0,0,0,0,0
SpisGene16323,108,109,56,13,27,24,27,24,39
SpisGene16322,62,54,54,0,51,66,23,18,22
SpisGene5427,149,116,79,116,254,258,138,187,155
SpisGene5426,159,79,61,35,790,1285,150,1290,963
SpisGene5425,180,169,191,81,183,242,169,72,130
SpisGene5424,494,494,404,206,379,891,314,263,227
SpisGene5423,0,0,0,0,0,3,0,0,0
SpisGene5422,541,353,456,112,487,82,51,38,71
SpisGene5421,5,0,0,0,0,0,0,0,0
SpisGene15980,204,238,199,41,75,94,152,92,182
SpisGene15981,221,219,366,198,992,938,73,52,78
SpisGene15982,65,100,66,102,146,110,105,103,103
SpisGene15983,0,10,6,0,0,4,0,0,0
SpisGene15984,6,4,0,0,0,2,0,0,0
SpisGene15985,7,7,7,0,7,29,2,0,5
SpisGene15986,0,0,0,0,0,6,0,0,0
SpisGene15987,73,11,19,5,77,40,14,11,0
SpisGene24199,5,0,15,0,0,0,0,0,0
SpisGene24198,74,136,103,5,48,29,0,0,0
SpisGene24197,0,2,0,0,0,0,0,0,0
SpisGene5269,95,56,72,32,37,61,36,21,22
SpisGene24195,0,0,0,0,0,0,0,0,0
SpisGene24194,0,0,0,0,0,0,0,0,0
SpisGene24193,0,0,0,0,0,0,0,0,0
SpisGene24192,0,0,0,0,0,0,0,0,0
SpisGene24191,0,0,0,0,0,0,0,0,0
SpisGene6085,12,27,14,3,8,23,33,7,23
SpisGene5265,0,4,0,0,3,0,4,0,0
SpisGene5264,43,61,45,42,20,33,17,10,11
SpisGene10448,6,0,0,0,0,0,3,0,0
SpisGene10449,25,22,0,0,0,10,0,0,6
SpisGene10446,212,215,287,95,88,191,213,106,115
SpisGene10447,11,15,0,0,0,26,0,0,0
SpisGene10444,575,636,566,917,853,813,484,468,485
SpisGene10445,238,224,300,60,30,72,49,38,63
SpisGene10442,153,117,130,50,83,129,109,121,73
SpisGene10443,8,9,18,0,11,6,0,0,0
SpisGene10440,0,0,4,0,0,0,0,0,0
SpisGene10441,88,84,38,19,17,97,16,21,20
SpisGene3142,304,359,387,982,1540,1116,430,166,269
SpisGene23971,93,199,217,0,0,33,12,0,20
SpisGene23972,106,74,109,0,20,0,18,0,0
SpisGene23973,157,315,308,68,380,399,63,12,48
SpisGene3146,11,3,0,0,0,214,0,0,38
SpisGene23975,6,8,2,1,4,2,0,0,2
SpisGene23976,53,84,61,13,14,18,3,2,2
SpisGene23977,0,0,0,0,0,0,0,0,0
SpisGene23978,0,0,0,0,0,0,0,0,0
SpisGene23979,0,0,0,0,0,0,0,0,0
SpisGene3148,40,42,53,19,26,39,15,0,16
SpisGene3149,30,29,39,0,8,68,0,0,0
SpisGene14219,0,4,0,0,0,0,0,0,0
SpisGene14218,62,98,80,56,79,165,68,46,59
SpisGene14217,173,201,179,74,139,330,116,55,127
SpisGene14216,27,22,15,15,0,0,0,0,0
SpisGene14215,0,4,3,0,0,0,0,0,0
SpisGene14214,35,0,5,12,0,33,5,0,5
SpisGene14212,1024,743,589,486,2092,2165,2255,4270,2824
SpisGene14211,832,709,632,534,753,852,584,579,536
SpisGene14210,7253,6578,8614,27451,10928,3559,3951,3939,3276
SpisGene23354,188,181,247,69,148,152,51,44,96
SpisGene23355,254,231,320,115,196,249,68,65,175
SpisGene23356,22,25,20,0,12,13,7,0,0
SpisGene23357,31,16,25,0,8,43,0,14,8
SpisGene23350,0,0,0,0,0,6,0,0,0
SpisGene23351,20,7,0,0,3,43,0,0,0
SpisGene23352,20,3,8,0,12,3,0,0,0
SpisGene23353,29,14,17,11,15,33,5,8,0
SpisGene23358,0,0,0,0,0,0,0,0,0
SpisGene23359,0,0,0,0,0,0,0,0,0
SpisGene8918,0,0,0,0,0,0,0,0,0
SpisGene8919,86,114,98,198,53,340,122,78,147
SpisGene8910,162,178,125,59,50,62,104,19,65
SpisGene8911,41,22,43,4,6,0,3,0,0
SpisGene8912,21,28,26,10,6,16,0,0,0
SpisGene8913,0,0,0,0,0,0,0,0,0
SpisGene8914,3,0,0,0,0,0,0,0,0
SpisGene8915,14,17,24,0,12,22,0,0,0
SpisGene8916,100,79,166,6,39,19,6,0,0
SpisGene8917,0,0,0,0,0,0,0,0,0
SpisGene7139,706,1031,928,2598,2217,499,473,720,456
SpisGene7138,0,0,0,0,0,22,0,0,0
SpisGene7137,0,0,0,0,0,0,0,0,0
SpisGene7136,677,607,457,82,129,583,293,159,231
SpisGene7135,234,330,297,24,60,154,200,26,95
SpisGene7134,24,11,21,4,0,0,0,0,6
SpisGene7133,0,0,5,0,0,6,0,0,0
SpisGene7132,3,4,4,0,4,0,0,5,2
SpisGene7131,132,134,112,100,43,160,134,53,136
SpisGene7130,33,20,11,3,15,14,12,27,8
SpisGene22757,120,131,117,222,70,173,101,71,81
SpisGene22756,447,364,356,384,179,510,367,240,211
SpisGene22755,184,221,205,53,34,154,115,59,80
SpisGene22754,51,8,5,19,89,70,12,0,16
SpisGene22753,168,159,168,121,92,105,138,98,79
SpisGene22752,1027,652,654,1124,418,713,1069,192,401
SpisGene22751,15,62,60,0,22,115,0,0,0
SpisGene22750,28,41,25,0,0,5,0,0,10
SpisGene22759,0,0,0,0,0,0,0,0,0
SpisGene22758,67,38,48,44,57,66,31,39,42
SpisGene15168,458,743,528,189,503,266,37,12,29
SpisGene15169,641,661,618,756,1291,812,501,545,429
SpisGene15166,430,368,343,346,580,500,729,400,689
SpisGene15167,73,32,23,7,51,17,22,11,17
SpisGene15164,23,15,27,3,10,33,15,3,22
SpisGene15165,115,143,109,21,29,70,63,19,84
SpisGene15162,284,221,470,403,394,206,412,85,399
SpisGene15163,0,0,6,22,8,51,14,0,36
SpisGene15160,967,630,501,183,630,1390,714,532,748
SpisGene15161,10153,5908,3159,918,17389,8854,2826,6492,4665
SpisGene5739,495,489,482,77,404,713,360,264,397
SpisGene5738,316,207,205,33,29,268,155,0,65
SpisGene16219,396,384,416,130,108,312,160,91,142
SpisGene16218,0,0,0,0,0,0,0,5,6
SpisGene5193,0,0,0,0,2,0,0,0,0
SpisGene2055,22,14,9,0,0,7,4,4,0
SpisGene5192,19,14,40,8,20,19,3,12,6
SpisGene5191,0,0,0,0,0,0,0,0,0
SpisGene5190,5,0,12,0,1,0,0,0,0
SpisGene5197,0,0,0,0,0,0,0,0,0
SpisGene5196,0,0,0,0,0,0,0,0,0
SpisGene21226,10,16,6,0,10,38,0,0,0
SpisGene21227,240,310,333,51,350,306,83,92,80
SpisGene8008,0,18,43,0,0,29,0,0,0
SpisGene8009,13,16,38,0,0,24,22,0,0
SpisGene21222,46,143,63,0,10,22,8,0,0
SpisGene5195,0,0,0,0,0,0,0,0,0
SpisGene21220,0,16,22,6,24,17,0,0,0
SpisGene21221,15,23,27,0,0,12,8,0,0
SpisGene8002,172,186,130,0,12,19,69,7,11
SpisGene8003,1583,1374,1157,663,749,1674,1861,1584,1781
SpisGene8000,3,15,9,0,3,1,2,0,0
SpisGene5194,0,0,0,0,0,0,0,0,0
SpisGene8006,7,12,6,0,0,8,14,12,7
SpisGene8007,11,44,82,0,0,98,0,0,0
SpisGene8004,30,46,52,0,11,0,0,0,3
SpisGene21229,52,54,68,20,7,63,15,9,18
SpisGene11324,3,0,0,0,0,0,0,0,0
SpisGene11325,15,17,2,0,0,4,0,0,0
SpisGene11326,333,406,375,351,260,560,150,45,112
SpisGene11327,994,764,1132,1072,1806,1687,467,518,513
SpisGene11320,340,384,369,118,879,720,170,98,210
SpisGene11321,478,512,648,149,416,105,98,97,113
SpisGene531,101,51,99,22,362,332,75,89,86
SpisGene530,80,123,78,0,122,262,79,150,202
SpisGene533,227,239,225,74,79,141,54,14,46
SpisGene532,251,189,151,63,149,240,121,107,97
SpisGene535,91,111,131,31,23,6,0,0,0
SpisGene534,333,404,337,93,30,160,83,101,144
SpisGene537,244,186,226,164,443,448,91,22,41
SpisGene536,31,24,27,19,24,76,45,8,11
SpisGene539,9,0,0,0,0,0,3,0,5
SpisGene538,1178,1008,1054,1055,774,828,736,839,665
SpisGene11323,90,115,146,34,68,14,0,9,5
SpisGene399,106,98,78,43,303,56,35,75,17
SpisGene398,129,180,153,71,120,170,31,4,12
SpisGene395,2,4,6,4,6,7,2,1,3
SpisGene394,0,4,12,0,5,0,0,0,0
SpisGene397,0,0,3,5,14,12,7,0,7
SpisGene396,0,0,0,0,0,0,0,0,0
SpisGene391,0,6,11,0,0,0,0,0,0
SpisGene393,0,0,0,0,0,0,0,0,0
SpisGene392,14,14,20,0,17,16,0,0,0
SpisGene14018,13,17,12,4,25,7,0,0,0
SpisGene5755,0,0,0,0,0,0,0,0,0
SpisGene5754,6,14,6,0,5,0,0,0,0
SpisGene5756,0,0,0,0,0,0,0,0,0
SpisGene20016,0,5,0,0,0,3,0,0,0
SpisGene5751,8,7,10,13,30,47,0,3,4
SpisGene12099,102,207,154,42,401,214,103,87,161
SpisGene22258,0,0,0,0,0,0,0,0,0
SpisGene22259,24,27,40,0,0,0,0,0,0
SpisGene22256,29,8,13,3,7,5,5,0,0
SpisGene22257,64,16,31,14,0,10,8,15,7
SpisGene22254,0,0,0,0,0,0,0,0,0
SpisGene22255,29,0,5,6,15,11,0,0,0
SpisGene22252,0,0,0,0,0,0,0,0,0
SpisGene22253,0,0,0,0,0,0,0,0,0
SpisGene22250,16,83,153,11,19,5,5,3,8
SpisGene22251,0,0,0,0,0,0,0,0,0
SpisGene17838,127,151,212,87,107,148,102,85,99
SpisGene17839,1286,1245,1155,721,679,874,1110,1001,942
SpisGene17832,0,0,0,0,0,0,0,0,0
SpisGene17833,401,224,397,1213,1480,891,545,207,246
SpisGene17830,72,42,46,26,13,47,18,14,21
SpisGene17831,4,0,5,0,0,35,0,0,0
SpisGene17836,36,37,43,11,49,287,0,12,21
SpisGene17837,4,3,8,0,0,0,0,0,0
SpisGene17834,177,165,229,306,295,240,75,34,95
SpisGene17835,17,19,24,0,7,1,16,4,5
SpisGene12339,585,529,578,757,742,857,769,724,661
SpisGene20011,14,13,12,0,10,22,0,0,0
SpisGene19623,0,0,0,0,0,0,0,0,0
SpisGene17304,0,40,0,0,0,0,0,0,0
SpisGene17305,147,111,68,3,8,44,4,4,17
SpisGene17306,153,113,94,22,13,38,14,11,37
SpisGene17307,1358,1293,1110,724,1102,1161,837,442,855
SpisGene17300,56,112,127,0,129,61,34,6,6
SpisGene17301,0,0,0,0,0,19,0,0,0
SpisGene17302,736,654,507,11,290,243,236,344,316
SpisGene17303,4,0,0,0,0,0,0,0,0
SpisGene17308,97,107,96,0,0,16,0,0,9
SpisGene17309,21,22,50,0,0,0,0,0,7
SpisGene25868.Novel,133,125,84,11,106,190,86,119,137
SpisGene14767,14,25,37,0,0,5,0,0,0
SpisGene14766,21,22,20,2,26,5,0,0,4
SpisGene14765,20,24,29,11,17,14,12,5,7
SpisGene14764,255,286,295,110,124,127,168,71,106
SpisGene14763,31,35,32,11,18,55,56,40,23
SpisGene14762,0,0,0,0,0,0,0,0,0
SpisGene14761,0,0,0,0,0,0,0,0,0
SpisGene14760,0,0,0,0,0,0,0,0,0
SpisGene14769,0,0,0,0,0,0,0,0,0
SpisGene14768,0,0,0,0,0,0,0,0,0
SpisGene10077,0,0,0,0,0,0,0,0,0
SpisGene10076,0,0,0,0,0,0,0,0,0
SpisGene10075,0,0,0,0,0,0,0,0,0
SpisGene10074,0,0,0,0,0,0,0,0,0
SpisGene10073,83,35,44,5,111,119,129,37,69
SpisGene10072,5,23,9,0,2,4,0,0,0
SpisGene10071,27,23,29,4,0,26,8,0,5
SpisGene10070,36,22,0,0,0,0,0,0,0
SpisGene10079,0,0,0,0,0,0,0,0,0
SpisGene10078,0,11,0,31,0,7,30,0,0
SpisGene18680,2,0,1,0,0,0,0,0,0
SpisGene18681,0,0,0,0,0,0,0,0,0
SpisGene18682,0,0,0,0,0,0,0,0,0
SpisGene18683,0,6,0,0,0,0,0,0,0
SpisGene18684,2,2,2,0,0,5,0,0,4
SpisGene18685,14,6,14,0,16,6,4,0,0
SpisGene18686,4,0,0,0,0,0,0,0,0
SpisGene18687,1069,1137,966,4141,1939,1009,1197,594,699
SpisGene18688,14,50,41,0,7,17,0,0,0
SpisGene18689,0,0,0,0,0,0,0,0,0
SpisGene5412,112,180,143,14,103,98,85,99,57
SpisGene5247,0,0,0,0,0,0,0,0,0
SpisGene5246,0,0,0,0,0,0,0,0,0
SpisGene5245,319,272,331,119,355,413,74,16,79
SpisGene5244,198,243,230,155,275,540,75,37,57
SpisGene5243,175,128,107,41,108,100,34,14,48
SpisGene5242,758,679,747,943,1327,1079,1260,672,651
SpisGene5241,201,215,173,129,117,334,202,135,95
SpisGene5240,145,91,46,0,38,125,139,79,55
SpisGene5249,111,103,97,10,28,38,15,7,16
SpisGene5248,19,37,27,45,0,11,121,8,125
SpisGene5410,6,0,0,18,7,0,0,2,6
SpisGene6570,86,51,51,0,0,10,10,0,15
SpisGene6571,0,23,40,0,0,18,0,4,0
SpisGene6572,119,49,95,22,0,76,15,0,42
SpisGene6573,396,639,732,5,23,28,56,35,60
SpisGene6574,1071,1057,1567,313,550,252,969,295,281
SpisGene6575,0,0,6,0,0,0,0,0,6
SpisGene6576,27,47,24,0,46,58,9,0,24
SpisGene6577,47,41,62,13,23,75,13,3,14
SpisGene6578,5,20,9,0,8,7,4,0,4
SpisGene6579,189,206,170,290,148,281,179,97,172
SpisGene15416,472,551,594,719,944,190,194,214,192
SpisGene13872,15,31,25,7,0,9,0,0,0
SpisGene15414,8,31,10,0,0,0,0,0,0
SpisGene15415,14,15,0,0,8,0,6,0,0
SpisGene15412,199,261,213,40,77,427,121,150,153
SpisGene15413,485,414,331,220,194,695,387,332,411
SpisGene15410,332,340,299,520,400,737,315,308,416
SpisGene16801,178,207,177,28,39,122,25,8,24
SpisGene13870,35,21,23,0,0,41,0,0,0
SpisGene15418,480,527,592,90,368,446,123,41,60
SpisGene15419,39,30,34,11,8,34,10,7,9
SpisGene11306,66,66,35,0,11,7,28,0,0
SpisGene11307,2,8,0,0,0,0,0,0,0
SpisGene11304,143,160,139,0,11,10,31,0,15
SpisGene11305,0,0,0,0,0,0,0,0,0
SpisGene11302,0,161,156,31,0,164,0,0,0
SpisGene11303,0,8,38,7,22,39,4,0,0
SpisGene11300,0,0,0,0,0,0,0,0,0
SpisGene11301,0,0,0,0,0,0,0,0,0
SpisGene16804,944,804,843,599,1180,831,583,723,583
SpisGene11308,0,3,0,0,0,0,0,0,0
SpisGene11309,0,0,20,9,0,22,0,0,0
SpisGene13874,80,71,69,12,10,70,29,23,59
SpisGene16807,40,35,73,15,42,23,15,13,14
SpisGene16822,31,64,41,10,101,45,13,0,8
SpisGene16823,0,0,0,0,0,6,6,0,0
SpisGene16820,110,86,94,14,54,124,29,29,19
SpisGene16821,293,271,218,79,44,114,35,51,89
SpisGene16826,27,20,12,0,5,3,0,0,0
SpisGene16827,13,11,0,0,38,0,8,19,10
SpisGene16824,97,94,56,14,31,46,35,7,28
SpisGene16825,33,20,38,9,29,85,13,7,20
SpisGene16828,0,0,0,0,5,0,0,0,0
SpisGene16829,126,91,65,6,19,60,0,3,15
SpisGene17175,0,25,0,7,7,20,8,4,5
SpisGene8244,67,17,32,0,24,11,0,22,0
SpisGene8245,0,0,0,0,0,0,0,0,0
SpisGene8246,72,76,75,14,64,137,0,0,0
SpisGene8247,52,80,88,63,74,82,24,17,17
SpisGene8240,43,77,53,9,26,35,34,7,19
SpisGene8241,0,4,0,0,0,0,0,0,0
SpisGene8242,0,0,0,0,0,0,0,0,0
SpisGene8243,8,12,7,6,0,18,7,0,4
SpisGene17173,8,28,58,0,0,38,0,0,0
SpisGene8248,132,141,68,166,202,417,199,237,386
SpisGene8249,133,140,138,94,93,113,87,58,61
SpisGene17172,6,19,6,0,8,81,6,0,0
SpisGene4590,175,182,137,16,20,71,57,0,28
SpisGene4591,1131,1335,1302,968,1254,1068,742,467,613
SpisGene4592,2970,2690,2413,1627,4067,2275,189,508,429
SpisGene4593,10,9,8,4,9,11,11,17,5
SpisGene4594,44,51,54,18,23,60,18,35,48
SpisGene4595,0,1,0,0,0,0,0,0,0
SpisGene4596,59,30,33,9,127,159,118,147,69
SpisGene4597,104,91,72,6,0,20,39,12,35
SpisGene4598,48,74,41,4,7,13,22,0,7
SpisGene4599,203,136,124,53,78,202,250,206,179
SpisGene17170,0,0,4,0,0,12,0,0,0
SpisGene15240,12,19,10,0,0,0,0,0,0
SpisGene8792,0,0,0,0,0,0,0,0,0
SpisGene8793,840,877,771,684,1005,693,591,530,344
SpisGene8790,21,20,44,63,34,54,7,5,0
SpisGene8791,1484,1619,1626,1101,2172,1808,961,762,610
SpisGene8796,153,146,117,19,112,392,112,106,124
SpisGene8797,70,31,21,15,40,82,59,52,40
SpisGene4628,39,42,50,0,7,4,5,0,0
SpisGene4629,8,8,7,0,0,7,0,0,0
SpisGene4626,1315,992,1049,3190,1276,1394,1311,1508,1390
SpisGene4627,34,48,28,0,0,0,3,0,0
SpisGene4624,131,148,168,0,19,35,20,20,33
SpisGene4625,9,17,14,4,12,27,0,0,0
SpisGene4622,58,66,81,42,185,235,0,0,10
SpisGene4623,43,48,40,40,40,67,33,32,13
SpisGene4620,152,113,132,78,316,402,27,6,45
SpisGene25832.Novel,53,44,41,6,234,223,103,37,37
SpisGene13818,55,82,82,244,630,357,13,61,22
SpisGene13819,26,13,5,62,308,63,76,40,49
SpisGene13814,19,0,13,24,10,118,17,0,14
SpisGene13815,94,69,75,13,11,23,14,7,15
SpisGene13816,39,55,35,12,17,19,8,0,10
SpisGene13817,222,208,196,62,308,162,128,49,65
SpisGene13810,0,0,0,0,0,0,0,0,0
SpisGene13811,6,7,0,0,0,0,0,0,0
SpisGene13812,103,83,102,32,51,129,43,19,32
SpisGene13813,5,3,3,0,0,13,0,0,0
SpisGene19544,92,117,112,43,105,133,29,13,22
SpisGene19545,530,534,489,303,485,431,308,346,288
SpisGene19503,0,0,8,0,8,13,0,0,8
SpisGene12734,0,0,3,0,0,0,0,0,0
SpisGene19547,31,66,63,20,18,68,14,36,59
SpisGene19540,0,5,0,0,6,0,0,6,0
SpisGene19541,135,147,131,0,0,5,15,14,6
SpisGene19542,315,474,365,151,739,1274,207,400,438
SpisGene12731,254,172,157,7,53,129,6,0,17
SpisGene10895,0,0,19,28,0,10,14,0,6
SpisGene10894,0,0,0,0,0,0,0,0,0
SpisGene10897,0,0,0,0,0,0,0,0,0
SpisGene10896,10,0,7,0,6,37,5,0,0
SpisGene10891,55,113,144,4,137,47,3,5,9
SpisGene10890,11,26,10,5,13,25,0,0,4
SpisGene10893,57,47,78,15,15,94,15,0,35
SpisGene10892,19,24,29,0,0,65,16,0,13
SpisGene10899,74,26,76,21,7,44,31,5,24
SpisGene10898,4,3,10,12,34,30,4,80,23
SpisGene12739,378,402,128,15,0,13,0,14,15
SpisGene23835,0,2,3,0,0,0,0,0,0
SpisGene23834,317,337,360,64,246,183,65,13,59
SpisGene23837,0,3,0,0,0,0,0,0,0
SpisGene23836,0,0,0,0,0,0,0,0,0
SpisGene23831,0,0,0,0,0,0,0,0,0
SpisGene23830,0,0,0,0,0,0,0,0,0
SpisGene23833,41,36,48,7,31,7,0,0,0
SpisGene23832,8,9,0,0,0,0,0,0,0
SpisGene23839,14,14,15,3,11,7,0,11,0
SpisGene23838,0,0,3,2,0,3,3,0,0
SpisGene23783,0,7,0,0,0,0,0,0,0
SpisGene23782,1476,1331,1296,170,95,360,1132,216,1119
SpisGene23781,0,2,3,0,0,0,0,0,0
SpisGene23780,28,30,21,5,1,9,6,6,7
SpisGene23787,0,0,0,0,0,0,0,0,0
SpisGene23786,0,0,0,0,0,7,0,0,0
SpisGene23785,1,0,12,3,0,7,0,0,0
SpisGene23784,60,72,31,15,31,48,18,0,5
SpisGene23789,20,8,11,0,0,0,0,0,0
SpisGene23788,0,0,0,0,0,0,0,0,0
SpisGene2668,1497,1638,1663,17,0,9,9,12,0
SpisGene2669,18,2,15,0,0,0,0,0,0
SpisGene2660,6,6,11,0,5,2,0,0,0
SpisGene2661,6,7,0,9,15,11,0,0,0
SpisGene2662,94,77,99,103,119,189,55,47,49
SpisGene2663,322,314,291,122,129,263,183,92,170
SpisGene2664,10,14,15,5,19,108,0,0,0
SpisGene2665,155,148,144,0,17,53,8,8,16
SpisGene2666,6107,5520,4516,6820,9668,3661,832,1203,821
SpisGene2667,73,106,126,107,69,125,66,22,34
SpisGene24788,0,0,0,0,0,0,0,0,0
SpisGene24789,0,0,0,0,0,0,0,0,0
SpisGene24786,0,0,0,0,0,0,0,0,0
SpisGene24787,0,0,0,0,0,0,0,0,0
SpisGene24784,0,0,6,7,5,4,0,0,0
SpisGene24785,0,0,0,1,0,0,0,0,0
SpisGene24782,12,8,13,0,5,7,0,0,0
SpisGene24783,0,0,0,0,0,0,0,0,0
SpisGene24780,0,0,0,0,0,0,0,0,0
SpisGene24781,0,0,0,0,0,0,0,0,0
SpisGene24434,76,102,191,7,76,15,0,15,12
